Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2017-11-29 00:00:00+00:00,473.281005859375,522.3070068359375,425.0710144042969,427.52301025390625,2675940096,0.0,0.0,97.23599243164062,45.75799560546875,457.6375732421875,405.4687173025949,376.52343023390995,27.294687491236036,63.56256334461774
2017-11-30 00:00:00+00:00,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,1903040000,0.0,0.0,64.25399780273438,-15.899017333984375,462.9158630371094,413.76800319126676,382.5343831380208,18.85104336345106,64.00488696179745
2017-12-01 00:00:00+00:00,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,1247879936,0.0,0.0,44.2969970703125,-21.33099365234375,461.72000558035717,423.34986005510603,390.5004316057478,18.218174772011523,63.529933647540645
2017-12-02 00:00:00+00:00,466.85101318359375,476.239013671875,456.65301513671875,463.4490051269531,943649984,0.0,0.0,19.58599853515625,3.402008056640625,461.31614903041293,431.6239318847656,397.5846223377046,18.131473541573587,62.944442404828536
2017-12-03 00:00:00+00:00,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,990556992,0.0,0.0,30.962005615234375,-2.14801025390625,460.5337219238281,439.5858612060547,405.1058131626674,17.741301610930975,61.10269819398295
2017-12-04 00:00:00+00:00,466.0539855957031,474.7770080566406,453.31201171875,470.2040100097656,1005550016,0.0,0.0,21.464996337890625,-4.1500244140625,459.08357892717635,446.9768611363002,412.4147658575149,16.198936517000163,59.14979911983344
2017-12-05 00:00:00+00:00,470.29400634765625,473.5580139160156,457.6600036621094,463.281005859375,1216720000,0.0,0.0,15.89801025390625,7.01300048828125,457.7091500418527,454.32543291364397,418.3980989002046,15.208984688938777,57.53995719645326
2017-12-06 00:00:00+00:00,462.60400390625,462.7080078125,420.2099914550781,428.5880126953125,1998259968,0.0,0.0,42.498016357421875,34.0159912109375,457.86129324776783,457.7494332449777,422.9329092843192,14.857965673801134,54.15575860480859
2017-12-07 00:00:00+00:00,426.3689880371094,441.3970031738281,414.4110107421875,434.4079895019531,2129570048,0.0,0.0,26.985992431640625,-8.03900146484375,456.04614693777904,459.4810049874442,427.8607177734375,17.010021601042034,49.9064197872124
2017-12-08 00:00:00+00:00,434.989013671875,466.06201171875,422.36700439453125,456.031005859375,2336379904,0.0,0.0,43.69500732421875,-21.0419921875,454.54486083984375,458.13243321010043,433.7481936500186,16.38163141751005,45.14685936428018
2017-12-09 00:00:00+00:00,457.343994140625,504.1470031738281,456.25299072265625,473.50201416015625,2003849984,0.0,0.0,47.894012451171875,-16.15802001953125,455.9810049874442,458.64857700892856,439.74295625232514,17.681437506748317,41.33462214770139
2017-12-10 00:00:00+00:00,472.78900146484375,472.78900146484375,429.5140075683594,441.72100830078125,1404179968,0.0,0.0,43.274993896484375,31.0679931640625,452.5335780552455,456.53364998953685,443.90176682245163,17.78809250266439,36.418340382703036
2017-12-11 00:00:00+00:00,440.3580017089844,516.968994140625,439.10400390625,515.135986328125,1771440000,0.0,0.0,77.864990234375,-74.77798461914062,458.95243181501115,459.01800537109375,450.96871802920384,29.48701120911892,35.06848062564842
