Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2017-11-29 00:00:00+00:00,0.11823499947786331,0.14690600335597992,0.08143600076436996,0.08971799910068512,210624992,0.0,0.0,0.06547000259160995,0.028517000377178192,0.054665714502334595,0.041209000162780285,0.03647595244858946,0.03613622351317055,0.023831154313583663
2017-11-30 00:00:00+00:00,0.094930000603199,0.12830300629138947,0.094930000603199,0.11988300085067749,124345000,0.0,0.0,0.03337300568819046,-0.024953000247478485,0.0678712861346347,0.04780207161924669,0.040658333383145784,0.04108228067078591,0.029940201258560502
2017-12-01 00:00:00+00:00,0.11662200093269348,0.1313520073890686,0.11303099989891052,0.1313520073890686,73657600,0.0,0.0,0.01832100749015808,-0.014730006456375122,0.08258128724992275,0.055343429291886945,0.04562180994876793,0.042977187746423715,0.035674209086598074
2017-12-02 00:00:00+00:00,0.131632998585701,0.1388690024614334,0.1291320025920868,0.13235099613666534,56712600,0.0,0.0,0.009736999869346619,-0.0007179975509643555,0.09713900089263916,0.06291357188352517,0.050617714545556476,0.03949215723010784,0.040074997174725735
2017-12-03 00:00:00+00:00,0.13235099613666534,0.1392199993133545,0.12494499981403351,0.13180699944496155,46458900,0.0,0.0,0.014274999499320984,0.0005439966917037964,0.11077828652092389,0.07032235751726798,0.055752476411206384,0.030441065686432657,0.04327146804101892
2017-12-04 00:00:00+00:00,0.1315460056066513,0.14594599604606628,0.12635000050067902,0.13586999475955963,76392704,0.0,0.0,0.019595995545387268,-0.004323989152908325,0.12296071435723986,0.07791442863110985,0.0609935238247826,0.015960342217397817,0.046040038995426434
2017-12-05 00:00:00+00:00,0.13562500476837158,0.13640399277210236,0.12677699327468872,0.12748800218105316,50381100,0.0,0.0,0.009626999497413635,0.00813700258731842,0.12406699998038155,0.08499714306422643,0.06581533345438186,0.01596860027751709,0.047496563067320995
2017-12-06 00:00:00+00:00,0.1267479956150055,0.13285499811172485,0.11388599872589111,0.11783900111913681,75688800,0.0,0.0,0.01896899938583374,0.008908994495868683,0.12808428598301752,0.09137500024267606,0.07016742876952603,0.006781607104663925,0.047894234235232626
2017-12-07 00:00:00+00:00,0.11776600033044815,0.12417600303888321,0.10550100356340408,0.10550100356340408,71024600,0.0,0.0,0.018674999475479126,0.012264996767044067,0.12602971494197845,0.09695050053830657,0.07387795272682394,0.010717088390474925,0.04744617907087113
2017-12-08 00:00:00+00:00,0.10614199936389923,0.12072599679231644,0.09913600236177444,0.11546500027179718,70092400,0.0,0.0,0.021589994430541992,-0.00932300090789795,0.12376014249665397,0.10317071487328835,0.07814900036014262,0.011078248861270687,0.046933525015105095
2017-12-09 00:00:00+00:00,0.11474499851465225,0.1386599987745285,0.1135609969496727,0.11960899829864502,63308600,0.0,0.0,0.025099001824855804,-0.004863999783992767,0.12193985709122249,0.10953942899193082,0.08258900028609094,0.010461044770810817,0.04619463864849233
2017-12-10 00:00:00+00:00,0.11979400366544724,0.11979400366544724,0.1001330018043518,0.11028099805116653,46376600,0.0,0.0,0.01966100186109543,0.0095130056142807,0.11886471403496605,0.11482150027794498,0.08650314302316733,0.010238601046637976,0.044806926787637674
2017-12-11 00:00:00+00:00,0.10892699658870697,0.12138299643993378,0.10863800346851349,0.12138299643993378,39513900,0.0,0.0,0.012744992971420288,-0.012455999851226807,0.11679514284644808,0.11987792860184397,0.09087466670288927,0.007258948589750301,0.04343292119532023
2017-12-12 00:00:00+00:00,0.12117700278759003,0.1380079984664917,0.11422199755907059,0.1338910013437271,60056800,0.0,0.0,0.023786000907421112,-0.012713998556137085,0.11770985701254436,0.12088842849646296,0.09590138104699907,0.00902060817186184,0.04191438750583161
2017-12-13 00:00:00+00:00,0.13373899459838867,0.14185400307178497,0.12236800044775009,0.1342809945344925,61575000,0.0,0.0,0.01948600262403488,-0.0005419999361038208,0.12005871321473803,0.12407149959887777,0.10093623790003005,0.010986311734021025,0.039711851963877914
