Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
2014-10-07 00:00:00+00:00,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,49199900,0.0,0.0,18.7650146484375,-5.602996826171875,347.6915719168527,372.2969273158482,387.3521423339844,24.885399057726232,36.5873752916902
2014-10-08 00:00:00+00:00,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,54736300,0.0,0.0,27.176025390625,-16.824005126953125,343.30943080357144,367.2779998779297,382.38099888392856,19.656764873583533,33.571189946632124
2014-10-09 00:00:00+00:00,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,83641104,0.0,0.0,35.03900146484375,-12.27801513671875,341.8742893763951,363.95314243861606,379.551760718936,17.159361911776855,32.33004461819886
2014-10-10 00:00:00+00:00,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,43665700,0.0,0.0,22.103973388671875,3.125,342.16714913504467,360.8915012904576,377.9691903250558,17.524172101055058,32.359917439036415
2014-10-11 00:00:00+00:00,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,13345200,0.0,0.0,11.240020751953125,-0.93701171875,346.9432939801897,358.23286002022877,375.7499055408296,17.847828820179068,31.72416112838851
2014-10-12 00:00:00+00:00,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,17552800,0.0,0.0,23.28900146484375,-15.943023681640625,355.23457990373885,358.330575125558,374.7845720563616,16.981631518795112,31.292521207957986
2014-10-13 00:00:00+00:00,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,35221400,0.0,0.0,28.329010009765625,-12.493011474609375,363.85386439732144,359.3982173374721,374.22561936151413,17.392524268848906,30.881369133345387
2014-10-14 00:00:00+00:00,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,38491500,0.0,0.0,20.373992919921875,-9.178009033203125,373.0942905970982,360.39293125697543,372.5627150762649,17.42622671202223,28.226527794860782
2014-10-15 00:00:00+00:00,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,25267100,0.0,0.0,13.46099853515625,6.181976318359375,379.0704345703125,361.189932686942,371.2088114420573,16.511671336201854,26.291539343122484
2014-10-16 00:00:00+00:00,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,26990000,0.0,0.0,25.73699951171875,11.962005615234375,381.57472011021207,361.72450474330356,369.8270016624814,15.312384253301278,24.78327387415081
